"Year","Month","Day","Temp_max","Temp_min","Precipitation","Humidity","Date"
2020,3,23,30.8,17.6,0,66,2020-03-23
2020,3,24,32,18.3,8.3,75,2020-03-24
2020,3,25,31.5,17.6,0,79,2020-03-25
2020,3,26,29.4,18.3,0,83,2020-03-26
2020,3,27,29.3,19.5,0,80,2020-03-27
2020,3,28,31.2,17.6,0,80,2020-03-28
2020,3,29,30.3,18.1,0,80,2020-03-29
2020,3,30,29.5,18.2,0.3,79,2020-03-30
2020,3,31,29.6,18.5,2.6,88,2020-03-31
2020,4,1,30.6,18.8,0,86,2020-04-01
2020,4,2,29.2,18.7,0,88,2020-04-02
2020,4,3,27.3,18.7,0.6,86,2020-04-03
2020,4,4,31.1,19.2,0,84,2020-04-04
2020,4,5,31.6,18.1,0,80,2020-04-05
2020,4,6,31.9,20,0,85,2020-04-06
2020,4,7,30.9,20,0,78,2020-04-07
2020,4,8,33.4,19.8,0,85,2020-04-08
2020,4,9,30.1,19.4,0,85,2020-04-09
2020,4,10,30.5,20.1,0,86,2020-04-10
2020,4,11,30.1,19.3,0,83,2020-04-11
2020,4,12,31,18.7,48,90,2020-04-12
2020,4,13,29.8,19.6,38.4,93,2020-04-13
2020,4,14,29.8,19,12.4,92,2020-04-14
2020,4,15,31.1,18.4,0.3,91,2020-04-15
2020,4,16,28.6,18.4,4.9,81,2020-04-16
2020,4,17,31.4,17.7,0.1,86,2020-04-17
2020,4,18,29.4,19.3,1.3,86,2020-04-18
2020,4,19,29.2,18.8,3.6,89,2020-04-19
2020,4,20,29.8,18.5,0.2,85,2020-04-20
2020,4,21,29.4,18.4,13.1,89,2020-04-21
2020,4,22,29,19.2,0,90,2020-04-22
2020,4,23,28.6,18.6,16.7,93,2020-04-23
2020,4,24,28.7,18.8,8.8,93,2020-04-24
2020,4,25,27.5,18.6,0.3,93,2020-04-25
2020,4,26,28.6,18.4,0.1,87,2020-04-26
2020,4,27,30.2,19.8,1.8,93,2020-04-27
2020,4,28,27.9,19.8,33.2,95,2020-04-28
2020,4,29,27.4,19.1,3,93,2020-04-29
2020,4,30,28.4,19.8,60.2,96,2020-04-30
2020,4,31,NA,NA,NA,NA,NA
2020,5,1,27.4,19.3,5,95,2020-05-01
2020,5,2,27.7,20.3,11,95,2020-05-02
2020,5,3,28.5,19.7,0.1,91,2020-05-03
2020,5,4,28.5,20.3,11.3,91,2020-05-04
2020,5,5,29.9,20.1,2.6,94,2020-05-05
2020,5,6,26.4,19.4,1.2,90,2020-05-06
2020,5,7,29.2,19.6,0,94,2020-05-07
2020,5,8,27.7,20.1,1.1,93,2020-05-08
2020,5,9,27.5,20.9,1.1,93,2020-05-09
2020,5,10,28.5,21.5,0.2,94,2020-05-10
2020,5,11,28.5,20.6,0.2,90,2020-05-11
2020,5,12,28.1,20.6,16.8,92,2020-05-12
2020,5,13,29.7,18.9,3,90,2020-05-13
2020,5,14,28.8,19.7,12.5,95,2020-05-14
2020,5,15,28.1,18.7,1.5,93,2020-05-15
2020,5,16,28.1,19.2,5.5,92,2020-05-16
2020,5,17,29.5,19.9,9.7,96,2020-05-17
2020,5,18,29,20.7,50.8,95,2020-05-18
2020,5,19,27.4,19,42.1,94,2020-05-19
2020,5,20,29.4,19.2,3.1,92,2020-05-20
2020,5,21,28.4,20.4,4.6,92,2020-05-21
2020,5,22,31.2,19.2,6.8,91,2020-05-22
2020,5,23,30.9,19.7,0,91,2020-05-23
2020,5,24,27.3,20.7,0.2,91,2020-05-24
2020,5,25,29.1,20.7,33.9,96,2020-05-25
2020,5,26,29.9,19.2,9.8,94,2020-05-26
2020,5,27,28.7,19.2,54.5,96,2020-05-27
2020,5,28,28,18.7,70.9,92,2020-05-28
2020,5,29,28.9,18.6,16.7,94,2020-05-29
2020,5,30,26.6,17.9,11.9,95,2020-05-30
2020,5,31,25.7,19.1,22.3,95,2020-05-31
2020,6,1,26.6,18.2,1.5,94,2020-06-01
2020,6,2,27.7,18.1,9.3,95,2020-06-02
2020,6,3,28.3,19,7.5,91,2020-06-03
2020,6,4,29,18.4,2.8,94,2020-06-04
2020,6,5,29.2,19.4,3.5,96,2020-06-05
2020,6,6,26.8,19.3,0.2,89,2020-06-06
2020,6,7,30.1,19.4,0,93,2020-06-07
2020,6,8,29.6,20.1,0.1,91,2020-06-08
2020,6,9,29.3,20.6,23.3,97,2020-06-09
2020,6,10,26.9,17.2,45.4,89,2020-06-10
2020,6,11,28.5,17.9,5,94,2020-06-11
2020,6,12,29.1,17.8,13.6,95,2020-06-12
2020,6,13,26.8,17.8,101.1,96,2020-06-13
2020,6,14,28.1,18.2,0.5,92,2020-06-14
2020,6,15,28.8,19.9,17.4,96,2020-06-15
2020,6,16,26.8,17.7,43.9,92,2020-06-16
2020,6,17,28.3,18.2,22.5,94,2020-06-17
2020,6,18,27.4,18.9,1.6,95,2020-06-18
2020,6,19,27.2,18.4,51.9,93,2020-06-19
2020,6,20,28.1,18.2,0.1,96,2020-06-20
2020,6,21,25.3,18.7,22.6,95,2020-06-21
2020,6,22,27.1,18.5,9.4,95,2020-06-22
2020,6,23,27.3,20.1,2.4,98,2020-06-23
2020,6,24,25.5,19.1,0.1,92,2020-06-24
2020,6,25,27.5,18.4,1.1,89,2020-06-25
2020,6,26,30.8,18.7,0.4,94,2020-06-26
2020,6,27,27.1,19.4,40.7,97,2020-06-27
2020,6,28,27.4,18.1,1.4,91,2020-06-28
2020,6,29,28.5,19.6,7.8,93,2020-06-29
2020,6,30,28.5,18,57.2,93,2020-06-30
2020,6,31,NA,NA,NA,NA,NA
2020,7,1,29.7,17.3,0.1,90,2020-07-01
2020,7,2,27.8,18.2,36.8,94,2020-07-02
2020,7,3,27.8,18.8,50,95,2020-07-03
2020,7,4,27.3,17,0.9,97,2020-07-04
2020,7,5,24.3,18.3,0.3,91,2020-07-05
2020,7,6,28.8,19.1,29.6,94,2020-07-06
2020,7,7,27.7,17.8,9.7,94,2020-07-07
2020,7,8,26.9,19.3,0.2,94,2020-07-08
2020,7,9,26.1,18.4,0.7,93,2020-07-09
2020,7,10,28.3,18.5,19.2,96,2020-07-10
2020,7,11,26.3,17.4,9.3,92,2020-07-11
2020,7,12,28.9,17.4,0.9,90,2020-07-12
2020,7,13,29.6,19.1,0.5,96,2020-07-13
2020,7,14,27.9,18.5,2.9,93,2020-07-14
2020,7,15,28.6,18.5,1.7,91,2020-07-15
2020,7,16,28.8,18.8,0,90,2020-07-16
2020,7,17,29.9,17.8,0,91,2020-07-17
2020,7,18,28.2,18.6,0.7,94,2020-07-18
2020,7,19,28.6,19.4,12.2,94,2020-07-19
2020,7,20,29.1,18.1,3.6,94,2020-07-20
2020,7,21,28.4,19.1,0.3,91,2020-07-21
2020,7,22,26,18.5,34.3,97,2020-07-22
2020,7,23,28.5,18.9,25.9,95,2020-07-23
2020,7,24,27.9,18.9,0.6,94,2020-07-24
2020,7,25,27.7,18.7,20.4,97,2020-07-25
2020,7,26,25,17.5,22.7,96,2020-07-26
2020,7,27,26.5,18.5,17.8,97,2020-07-27
2020,7,28,27.9,18.5,57.3,94,2020-07-28
2020,7,29,30.8,18.1,4,92,2020-07-29
2020,7,30,28.1,19.4,0.2,90,2020-07-30
2020,7,31,29.8,19,0.4,90,2020-07-31
2020,8,1,29.5,19.9,36.8,92,2020-08-01
2020,8,2,30.1,19.6,4.8,94,2020-08-02
2020,8,3,28.4,19.9,23.5,96,2020-08-03
2020,8,4,27.7,19,3,94,2020-08-04
2020,8,5,28.3,18.1,29.6,94,2020-08-05
2020,8,6,27.9,17.1,0.1,88,2020-08-06
2020,8,7,28.9,17.6,1,92,2020-08-07
2020,8,8,27.9,19.6,0.1,92,2020-08-08
2020,8,9,28.6,19.6,23.8,94,2020-08-09
2020,8,10,29.2,17.8,7.3,93,2020-08-10
2020,8,11,29.9,19.1,18.7,94,2020-08-11
2020,8,12,28.7,18.4,0.1,92,2020-08-12
2020,8,13,27,19.6,6.4,94,2020-08-13
2020,8,14,28.2,19.1,43.8,96,2020-08-14
2020,8,15,26.6,18.7,9.9,96,2020-08-15
2020,8,16,25.5,18.3,27,94,2020-08-16
2020,8,17,28.6,18.9,36.3,95,2020-08-17
2020,8,18,28.7,18.8,37.8,92,2020-08-18
2020,8,19,28.2,19.4,20.7,94,2020-08-19
2020,8,20,27.8,18.4,2.4,95,2020-08-20
2020,8,21,26.6,18.9,13.9,94,2020-08-21
2020,8,22,27.2,18.3,2.2,97,2020-08-22
2020,8,23,24.2,18,24.3,91,2020-08-23
2020,8,24,28.4,18.9,33.8,98,2020-08-24
2020,8,25,25.9,18.4,8.7,95,2020-08-25
2020,8,26,26,18.2,2.9,96,2020-08-26
2020,8,27,22.6,17.1,0.7,91,2020-08-27
2020,8,28,27.4,19,3.7,96,2020-08-28
2020,8,29,27,18,35.5,94,2020-08-29
2020,8,30,27.9,16.8,9.3,93,2020-08-30
2020,8,31,27.5,17.5,16.7,93,2020-08-31
2020,9,1,28.1,18.9,14.2,95,2020-09-01
2020,9,2,28.3,18.2,18.6,95,2020-09-02
2020,9,3,27.3,18.6,12.4,97,2020-09-03
2020,9,4,26.3,17.9,1.5,91,2020-09-04
2020,9,5,29.3,17.9,7.2,94,2020-09-05
2020,9,6,27.7,19.4,2.6,97,2020-09-06
2020,9,7,26.2,18.9,11.5,96,2020-09-07
2020,9,8,26.3,17.8,40.3,93,2020-09-08
2020,9,9,29.2,17.7,15.9,95,2020-09-09
2020,9,10,24.9,-9,12.8,94,2020-09-10
2020,9,11,29.2,19.3,6.5,95,2020-09-11
2020,9,12,28,19.9,8.4,95,2020-09-12
2020,9,13,27.9,18.1,1.1,92,2020-09-13
2020,9,14,28.3,19.3,53.5,97,2020-09-14
2020,9,15,27.9,18.5,41.3,93,2020-09-15
2020,9,16,28,18.6,3.5,93,2020-09-16
2020,9,17,28.7,19.3,31.4,95,2020-09-17
2020,9,18,27.4,17,28.2,92,2020-09-18
2020,9,19,27.2,19.6,5.5,97,2020-09-19
2020,9,20,27.5,19.3,31,97,2020-09-20
2020,9,21,28.1,19.2,2.3,95,2020-09-21
2020,9,22,26.3,19.5,21.9,98,2020-09-22
2020,9,23,26.8,18.3,8.9,94,2020-09-23
2020,9,24,27.9,18.9,31.1,98,2020-09-24
2020,9,25,25.2,17.6,3.2,94,2020-09-25
2020,9,26,27.5,18.2,10.8,91,2020-09-26
2020,9,27,28.9,18.2,47.2,94,2020-09-27
2020,9,28,27.4,17.6,38.4,94,2020-09-28
2020,9,29,27.7,17.7,6.3,95,2020-09-29
2020,9,30,27,19,36.4,97,2020-09-30
2020,9,31,NA,NA,NA,NA,NA
2020,10,1,27.3,18.5,7.7,95,2020-10-01
2020,10,2,26.3,17.7,38.1,96,2020-10-02
2020,10,3,26,18.1,15.1,97,2020-10-03
2020,10,4,25.7,18.4,1.7,91,2020-10-04
2020,10,5,27,19.2,35.2,96,2020-10-05
2020,10,6,27.8,17.5,0.1,92,2020-10-06
2020,10,7,29.3,18.6,32,97,2020-10-07
2020,10,8,26.1,18.2,16.5,97,2020-10-08
2020,10,9,26.7,18.8,2.2,94,2020-10-09
2020,10,10,28.8,18.7,15.8,95,2020-10-10
2020,10,11,27.3,19.3,7.7,94,2020-10-11
2020,10,12,27.6,19.4,31.7,97,2020-10-12
2020,10,13,26.6,18.5,0.6,96,2020-10-13
2020,10,14,25.5,18.2,26.9,94,2020-10-14
2020,10,15,28.9,17.1,0.4,90,2020-10-15
2020,10,16,27.7,19.2,0.6,93,2020-10-16
2020,10,17,27.6,19,8.8,95,2020-10-17
2020,10,18,27.6,18.5,2.4,92,2020-10-18
2020,10,19,27.2,18.8,6.9,95,2020-10-19
2020,10,20,27.1,18.1,45.8,93,2020-10-20
2020,10,21,27.5,18.6,44.5,100,2020-10-21
2020,10,22,20.9,17.5,9.6,93,2020-10-22
2020,10,23,28.3,18.7,5.3,97,2020-10-23
2020,10,24,26.5,18.2,2.5,95,2020-10-24
2020,10,25,26.8,17.5,9.5,95,2020-10-25
2020,10,26,25.4,17.8,25.3,93,2020-10-26
2020,10,27,27.9,18.7,15.1,96,2020-10-27
2020,10,28,27.7,18.7,15.2,96,2020-10-28
2020,10,29,30,18.2,0.9,93,2020-10-29
2020,10,30,27.4,19,15,96,2020-10-30
2020,10,31,26.1,18.4,22.1,96,2020-10-31
2020,11,1,26.8,19,42.6,98,2020-11-01
2020,11,2,26.4,18.4,17.5,98,2020-11-02
2020,11,3,25.3,18.2,87.1,100,2020-11-03
2020,11,4,21.7,18.6,178.1,100,2020-11-04
2020,11,5,21.5,18.9,8.1,96,2020-11-05
2020,11,6,25.4,18.4,15.9,97,2020-11-06
2020,11,7,24.5,17.9,1.7,95,2020-11-07
2020,11,8,26,18.2,4.3,94,2020-11-08
2020,11,9,28,19,99.3,96,2020-11-09
2020,11,10,28,19,52.2,97,2020-11-10
2020,11,11,27.8,18.2,14.2,97,2020-11-11
2020,11,12,26,18,21.4,93,2020-11-12
2020,11,13,29.4,18.5,5.5,96,2020-11-13
2020,11,14,26.6,18.4,7.3,96,2020-11-14
2020,11,15,26.5,17.6,9.6,96,2020-11-15
2020,11,16,26.4,18.3,37.7,95,2020-11-16
2020,11,17,27.1,18.6,20.3,100,2020-11-17
2020,11,18,21.5,18.4,4.7,97,2020-11-18
2020,11,19,25,18.8,33.1,96,2020-11-19
2020,11,20,25.6,19,1.1,98,2020-11-20
2020,11,21,23.9,18,35.1,96,2020-11-21
2020,11,22,25.8,18.2,17.8,98,2020-11-22
2020,11,23,23.4,17.4,6.5,94,2020-11-23
2020,11,24,27.6,19.1,22.2,96,2020-11-24
2020,11,25,27,18.4,0.8,95,2020-11-25
2020,11,26,29.3,18.5,0.5,95,2020-11-26
2020,11,27,26.2,18.7,26,95,2020-11-27
2020,11,28,26.5,17.1,10.9,92,2020-11-28
2020,11,29,28.3,19.5,24.7,97,2020-11-29
2020,11,30,26.3,18.2,7.4,95,2020-11-30
2020,11,31,NA,NA,NA,NA,NA
2020,12,1,27.2,18.4,23.6,96,2020-12-01
2020,12,2,26.6,19.2,19.7,98,2020-12-02
2020,12,3,25.2,18.1,5.6,93,2020-12-03
2020,12,4,28.2,18.8,33.2,96,2020-12-04
2020,12,5,26.2,18,1,92,2020-12-05
2020,12,6,27.7,18.1,0.2,92,2020-12-06
2020,12,7,26.7,18.8,1.7,94,2020-12-07
2020,12,8,29.1,18.4,0.4,94,2020-12-08
2020,12,9,NA,NA,7.9,93,2020-12-09
2020,12,10,26.2,18.3,2.3,94,2020-12-10
2020,12,11,26.8,18.7,0,90,2020-12-11
2020,12,12,27.6,17.1,0,87,2020-12-12
2020,12,13,27.2,17.2,0.1,89,2020-12-13
2020,12,14,27.2,17.9,0.2,89,2020-12-14
2020,12,15,28.9,17.4,1.4,91,2020-12-15
2020,12,16,26.7,18.5,5.7,94,2020-12-16
2020,12,17,27.4,18,0,90,2020-12-17
2020,12,18,27.7,17.5,0.1,90,2020-12-18
2020,12,19,28.1,17.1,0.2,90,2020-12-19
2020,12,20,20.5,-9,22.2,94,2020-12-20
2020,12,21,25.8,16.9,0,82,2020-12-21
2020,12,22,30,17.9,0,89,2020-12-22
2020,12,23,28.8,18.7,0.2,94,2020-12-23
2020,12,24,27.5,18.8,0.2,91,2020-12-24
2020,12,25,26.9,17.4,0,82,2020-12-25
2020,12,26,30,16.5,0.1,92,2020-12-26
2020,12,27,26.3,17.4,5.7,94,2020-12-27
2020,12,28,27.3,17.7,10,94,2020-12-28
2020,12,29,27.6,18.4,14.5,95,2020-12-29
2020,12,30,27.3,18.5,12.2,97,2020-12-30
2020,12,31,25.5,17.6,2,93,2020-12-31
2021,1,1,27.6,17.7,0.5,91,2021-01-01
2021,1,2,27.4,17.8,5.1,93,2021-01-02
2021,1,3,27.1,18.7,19.7,96,2021-01-03
2021,1,4,26.2,17.5,5.1,91,2021-01-04
2021,1,5,28.2,17.3,0.2,88,2021-01-05
2021,1,6,27.2,17.2,0.2,92,2021-01-06
2021,1,7,28.3,16.1,0,91,2021-01-07
2021,1,8,26.2,16.7,2.2,92,2021-01-08
2021,1,9,27.8,17.1,0.2,93,2021-01-09
2021,1,10,26.1,17.9,16.2,95,2021-01-10
2021,1,11,25.7,18.2,7.7,95,2021-01-11
2021,1,12,27,18,0,91,2021-01-12
2021,1,13,27.4,18.2,1.1,91,2021-01-13
2021,1,14,28.3,18.6,0.6,92,2021-01-14
2021,1,15,27.9,19.4,0,91,2021-01-15
2021,1,16,27.6,18.5,0,89,2021-01-16
2021,1,17,29.3,16.8,0,89,2021-01-17
2021,1,18,27.7,16.8,0,82,2021-01-18
2021,1,19,29.1,16.4,0,84,2021-01-19
2021,1,20,30.1,16.9,0,91,2021-01-20
2021,1,21,27.5,16.6,0,83,2021-01-21
2021,1,22,30,17.7,0.2,89,2021-01-22
2021,1,23,29.2,17.2,5.4,86,2021-01-23
2021,1,24,30.5,17.2,0.1,90,2021-01-24
2021,1,25,28.7,17.8,0,88,2021-01-25
2021,1,26,28.1,17.4,0,84,2021-01-26
2021,1,27,28.1,17.5,0,85,2021-01-27
2021,1,28,30.1,17.4,0,76,2021-01-28
2021,1,29,29.9,16.3,0,68,2021-01-29
2021,1,30,29.9,15.3,0,73,2021-01-30
2021,1,31,30.4,15.7,0,88,2021-01-31
2021,2,1,28.9,17.1,0,85,2021-02-01
2021,2,2,31.5,18.2,0.3,87,2021-02-02
2021,2,3,30.8,18.6,0.7,89,2021-02-03
2021,2,4,27.3,19.2,0,85,2021-02-04
2021,2,5,31.1,18,0,87,2021-02-05
2021,2,6,29.3,19.1,0,88,2021-02-06
2021,2,7,31.6,18.8,0,87,2021-02-07
2021,2,8,31.1,18.6,0.7,89,2021-02-08
2021,2,9,30,18.1,0.2,89,2021-02-09
2021,2,10,29.6,17.7,0,83,2021-02-10
2021,2,11,29.1,17.8,22.7,89,2021-02-11
2021,2,12,29,19.4,16.2,92,2021-02-12
2021,2,13,28.2,19.6,0.1,90,2021-02-13
2021,2,14,29.2,19.2,0,88,2021-02-14
2021,2,15,30.1,18.3,1.5,89,2021-02-15
2021,2,16,28.8,18.8,8.1,92,2021-02-16
2021,2,17,28.6,18.1,0.2,88,2021-02-17
2021,2,18,26.9,18.7,23,92,2021-02-18
2021,2,19,26.5,17.9,5.1,91,2021-02-19
2021,2,20,27.5,18.2,20.5,94,2021-02-20
2021,2,21,26.8,17.5,5.1,90,2021-02-21
2021,2,22,28.1,16.8,1.8,85,2021-02-22
2021,2,23,29.7,15.5,0,84,2021-02-23
2021,2,24,29.5,15.4,0,75,2021-02-24
2021,2,25,30.1,16.6,0,78,2021-02-25
2021,2,26,29.9,16.6,0,85,2021-02-26
2021,2,27,28.7,17.4,0,75,2021-02-27
2021,2,28,29.2,17.1,0,69,2021-02-28
2021,2,29,NA,NA,NA,NA,NA
2021,2,30,NA,NA,NA,NA,NA
2021,2,31,NA,NA,NA,NA,NA
2021,3,1,30.3,17.2,0.2,85,2021-03-01
2021,3,2,29.6,18,0,76,2021-03-02
2021,3,3,31.1,17,0,81,2021-03-03
2021,3,4,29.4,16.6,3.6,75,2021-03-04
2021,3,5,29.5,16.8,0.5,85,2021-03-05
2021,3,6,27.5,16.7,0,80,2021-03-06
2021,3,7,30.4,16.6,0,73,2021-03-07
2021,3,8,30.7,17.1,0,78,2021-03-08
2021,3,9,29.5,17.7,0,74,2021-03-09
2021,3,10,29.3,16.8,0,82,2021-03-10
2021,3,11,30.2,17.1,1,83,2021-03-11
2021,3,12,28.1,16.3,0,81,2021-03-12
2021,3,13,30.3,17.2,0,82,2021-03-13
2021,3,14,30.5,16.5,0.8,81,2021-03-14
2021,3,15,31.2,17.2,1,85,2021-03-15
2021,3,16,29.9,17.7,0.2,86,2021-03-16
2021,3,17,30.4,17.6,0.2,85,2021-03-17
2021,3,18,29.8,18,1.9,90,2021-03-18
2021,3,19,30.4,17.4,0.1,91,2021-03-19
2021,3,20,27.8,18,0.3,90,2021-03-20
2021,3,21,27.7,16.8,0,86,2021-03-21
2021,3,22,28.2,17.4,0.1,85,2021-03-22
2021,3,23,26.1,17.9,0,89,2021-03-23
2021,3,24,29.8,18.2,0.1,88,2021-03-24
2021,3,25,29.3,17.4,0,82,2021-03-25
2021,3,26,30.1,18.2,0.1,89,2021-03-26
2021,3,27,30.2,17.2,0,74,2021-03-27
2021,3,28,30.6,15.4,0,73,2021-03-28
2021,3,29,29.3,17.3,0,81,2021-03-29
2021,3,30,31.7,19,0.4,83,2021-03-30
2021,3,31,31.2,19.1,6.3,89,2021-03-31
2021,4,1,30.6,18.9,0,75,2021-04-01
2021,4,2,30.7,17.7,0,76,2021-04-02
2021,4,3,31.8,16.6,0,69,2021-04-03
2021,4,4,32,17.9,0.7,72,2021-04-04
2021,4,5,31.6,18.7,0,84,2021-04-05
2021,4,6,29.6,17.9,0,85,2021-04-06
2021,4,7,30.4,18,18.7,90,2021-04-07
2021,4,8,29.9,18.8,0.1,92,2021-04-08
2021,4,9,26.1,19.2,0.1,91,2021-04-09
2021,4,10,24.7,19.6,0.5,90,2021-04-10
2021,4,11,28.4,18.4,0,89,2021-04-11
2021,4,12,31,19.3,17.1,90,2021-04-12
2021,4,13,31.7,19.8,0.1,92,2021-04-13
2021,4,14,28.3,20.3,60.8,96,2021-04-14
2021,4,15,27.7,18.1,35.4,99,2021-04-15
2021,4,16,21.4,17.9,13.7,89,2021-04-16
2021,4,17,29.8,18.1,38.6,94,2021-04-17
2021,4,18,25.2,17.2,28,92,2021-04-18
2021,4,19,27.1,17.5,16.9,92,2021-04-19
2021,4,20,30.5,18.8,9.2,95,2021-04-20
2021,4,21,30.3,18,19.2,93,2021-04-21
2021,4,22,28.9,18.2,2.5,91,2021-04-22
2021,4,23,28.7,18.6,10,92,2021-04-23
2021,4,24,29.5,18.7,2.5,91,2021-04-24
2021,4,25,27.4,19.6,17.1,93,2021-04-25
2021,4,26,29.9,18.3,0.1,90,2021-04-26
2021,4,27,29.5,19.5,21.3,91,2021-04-27
2021,4,28,28.1,18.2,10.3,93,2021-04-28
2021,4,29,26.2,19.3,27.2,98,2021-04-29
2021,4,30,24.4,17.1,18.4,92,2021-04-30
2021,4,31,NA,NA,NA,NA,NA
2021,5,1,29.5,18.7,3.8,90,2021-05-01
2021,5,2,29.3,19,28.8,95,2021-05-02
2021,5,3,26.9,17.6,28.4,93,2021-05-03
2021,5,4,29.4,17.3,38.3,95,2021-05-04
2021,5,5,26.4,17.2,9.8,95,2021-05-05
2021,5,6,25.4,17.5,27.2,95,2021-05-06
2021,5,7,29,18,34.9,95,2021-05-07
2021,5,8,27.2,17.8,3.3,95,2021-05-08
2021,5,9,26.7,17.6,0,88,2021-05-09
2021,5,10,29.7,19.3,0,94,2021-05-10
2021,5,11,26.2,18.3,11.2,93,2021-05-11
2021,5,12,28.2,18.2,3.5,92,2021-05-12
2021,5,13,27.1,20.6,1.2,94,2021-05-13
2021,5,14,27.3,20.6,0.2,91,2021-05-14
2021,5,15,29.8,18.8,0,89,2021-05-15
2021,5,16,30.4,19,5.8,90,2021-05-16
2021,5,17,29.1,18.5,1.6,92,2021-05-17
2021,5,18,27.9,19.9,7,95,2021-05-18
2021,5,19,26.9,18.2,1.6,94,2021-05-19
2021,5,20,29.4,19.2,0.7,92,2021-05-20
2021,5,21,28.4,19.9,48.2,95,2021-05-21
2021,5,22,29.7,19.2,4.5,95,2021-05-22
2021,5,23,27.9,19.3,14.5,97,2021-05-23
2021,5,24,26.1,18.9,4.3,94,2021-05-24
2021,5,25,26.6,19.9,3.6,94,2021-05-25
2021,5,26,28.4,20.7,79.5,97,2021-05-26
2021,5,27,27.4,18.7,11.8,95,2021-05-27
2021,5,28,25.9,18.5,17,94,2021-05-28
2021,5,29,27.6,19,33.5,94,2021-05-29
2021,5,30,30.3,18.5,18.7,92,2021-05-30
2021,5,31,28.7,19.2,4.4,94,2021-05-31
2021,6,1,28.8,18.3,7,91,2021-06-01
2021,6,2,29.8,18,1.9,88,2021-06-02
2021,6,3,29.9,20.2,7.2,94,2021-06-03
2021,6,4,28,18.6,5.8,93,2021-06-04
2021,6,5,27.8,19.4,1.2,93,2021-06-05
2021,6,6,28.2,18.6,32.6,94,2021-06-06
2021,6,7,29.3,19,7,97,2021-06-07
2021,6,8,25.5,17.4,59.2,95,2021-06-08
2021,6,9,27.1,18.4,11.9,94,2021-06-09
2021,6,10,28.7,18.2,1.7,93,2021-06-10
2021,6,11,28.6,18.7,1.1,93,2021-06-11
2021,6,12,29.7,19.6,5.7,94,2021-06-12
2021,6,13,29.7,18.1,2.6,91,2021-06-13
2021,6,14,28.7,18.8,7.4,94,2021-06-14
2021,6,15,26.8,18,0.5,90,2021-06-15
2021,6,16,28.3,18,4.7,94,2021-06-16
2021,6,17,27.4,18.9,14.8,91,2021-06-17
2021,6,18,29,18.5,27.2,96,2021-06-18
2021,6,19,26.4,17.9,18.4,91,2021-06-19
2021,6,20,30.3,18.5,17.1,94,2021-06-20
2021,6,21,25.8,17.8,1.2,90,2021-06-21
2021,6,22,27,17.2,7.8,90,2021-06-22
2021,6,23,29.1,17.9,16.7,93,2021-06-23
2021,6,24,27.6,18.7,0.2,93,2021-06-24
2021,6,25,28,18.6,16.9,97,2021-06-25
2021,6,26,26.1,17.6,4,96,2021-06-26
2021,6,27,25.4,17.5,31.7,92,2021-06-27
2021,6,28,28.9,18.1,4.4,89,2021-06-28
2021,6,29,29.3,19,3.5,92,2021-06-29
2021,6,30,29.7,19.6,15.3,95,2021-06-30
2021,6,31,NA,NA,NA,NA,NA
2021,7,1,25.6,17.8,0,85,2021-07-01
2021,7,2,27.4,18.6,10.4,95,2021-07-02
2021,7,3,26.6,19.1,18,95,2021-07-03
2021,7,4,27.2,18.5,8,93,2021-07-04
2021,7,5,28.7,18,1.3,91,2021-07-05
2021,7,6,29.5,18.2,0.1,92,2021-07-06
2021,7,7,27.2,19.2,0,92,2021-07-07
2021,7,8,29.1,19.6,1.3,95,2021-07-08
2021,7,9,27.7,19.7,0.4,91,2021-07-09
2021,7,10,27.7,18.8,0.7,95,2021-07-10
2021,7,11,26.3,17.9,25.8,93,2021-07-11
2021,7,12,28.3,18.5,0.7,90,2021-07-12
2021,7,13,27.8,18.8,0.8,92,2021-07-13
2021,7,14,28.8,18.5,0.1,94,2021-07-14
2021,7,15,27.6,18.5,1.7,92,2021-07-15
2021,7,16,28.7,18.7,0.3,91,2021-07-16
2021,7,17,30.9,20,0.6,97,2021-07-17
2021,7,18,26,19.4,0,91,2021-07-18
2021,7,19,27.8,18.8,0,93,2021-07-19
2021,7,20,27.1,19,0,90,2021-07-20
2021,7,21,29.3,19.9,0,94,2021-07-21
2021,7,22,28.9,19.6,21.6,95,2021-07-22
2021,7,23,27.2,19.4,22.4,97,2021-07-23
2021,7,24,25,19.1,1.9,95,2021-07-24
2021,7,25,26.7,19.4,2.5,95,2021-07-25
2021,7,26,25.8,19.1,28.8,99,2021-07-26
2021,7,27,23.2,17.6,0.4,93,2021-07-27
2021,7,28,27.6,18.6,5.1,96,2021-07-28
2021,7,29,27.1,19.6,2,94,2021-07-29
2021,7,30,26.6,18.6,0.1,94,2021-07-30
2021,7,31,27.7,18.4,3.1,91,2021-07-31
2021,8,1,29,20.5,11,97,2021-08-01
2021,8,2,26,19.8,2.8,90,2021-08-02
2021,8,3,28.9,18.7,2.8,92,2021-08-03
2021,8,4,27.8,18.4,0.1,91,2021-08-04
2021,8,5,27.9,19.1,2.6,93,2021-08-05
2021,8,6,28.9,18.6,21.6,93,2021-08-06
2021,8,7,27,17.7,4,93,2021-08-07
2021,8,8,27.1,17.8,5.6,94,2021-08-08
2021,8,9,28.5,18.5,1.6,93,2021-08-09
2021,8,10,26.6,19.2,1.4,93,2021-08-10
